Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
Control10_20190721_MiFish_S52.1										8.152173913043478	6.25	0.0	69.65579710144928	0.0	0.0	0.0
Control12_20190731_MiFish_S53.1										0.0	63.41463414634146	0.0	0.0	0.0	0.0	0.0
Control9_20190715_MiFish_S51.1										8.226077224398432	3.4135422495803023	0.0	0.0	78.3435926133184	0.0	0.0
ExtNeg_20190910_MiFish_S55.1										48.31460674157304	0.0	0.0	0.0	0.0	0.0	0.0
ExtNeg_20190918_MiFish_S56.1										53.125	0.0	0.0	0.0	0.0	0.0	0.0
ExtNeg_20191028_MiFish_S57.1										28.000000000000004	0.0	0.0	0.0	0.0	0.0	0.0
ExtNeg_20191031_MiFish_S58.1										0.0	0.0	0.0	0.0	0.0	0.0	0.0
GU190706-CTD11-220_MiFish_S30.1										1.5669817248067308	0.8997596088179856	1.9432758761985414	1.2084437402682546	4.310992433141203	7.059442183189008	80.27631327341766
GU190707-CTD13-310_MiFish_S31.1										1.9641477417661435	1.095382977386238	2.2354980979596966	1.3190436933223413	0.7375258318884728	0.0	88.01030687728975
GU190707-CTD14-315_MiFish_S32.1										2.509256947911466	0.9514374271925444	2.7882655183890828	1.029185388583791	2.2812135962722584	3.7950886170743887	82.68612705941088
GU190708-CTD16-252_MiFish_S33.1										2.937386891179479	0.9594578645054687	2.7514950035407977	0.9442127626091746	11.185970572035565	10.569773388936973	65.39066803052954
GU190708-CTD17-171_MiFish_S34.1										2.576441160669413	1.0739022685391115	1.2957303864084062	0.0	0.0	4.264992172471362	86.19813179131982
GU190709-CTD20-280_MiFish_S35.1										1.8474613292031532	1.0527987927165863	2.1274398840372513	1.1040289112606978	9.338178352296419	0.0	80.18824090069697
GU190710-CTD22-245_MiFish_S36.1										1.889226100151745	1.3433653684033047	2.2601584892935422	2.619709998313944	10.964002697690104	0.0	77.30568200977913
GU190710-CTD23-190_MiFish_S37.1										2.513658167480025	0.549103454978376	2.0110653717728892	0.4144307997750828	5.3667747287456695	0.0	85.50186389731557
GU190714-CTD25-185_MiFish_S38.1										2.321619952730086	0.9723691027943191	2.707018801501849	1.2371090118032833	7.044352806739866	11.527897056631629	70.33493502161214
GU190714-CTD26-260_MiFish_S39.1										2.858595194085028	0.8710720887245841	2.5073937153419594	0.0	13.902033271719038	9.920517560073936	64.0988909426987
GU190715-CTD28-310_MiFish_S40.1										2.93969564329939	1.1593677000884495	1.7313405756015694	0.26716258816592203	9.329372009162453	30.221123534347853	48.444424285033904
GU190721-CTD31-205_MiFish_S41.1										2.40964696681935	1.1877164562618703	1.582225449670428	0.0	6.25	17.49385543514691	67.30183778348788
GU190722-CTD33-205_MiFish_S42.1										2.044815876466315	0.8565587849367294	1.5514920792246483	1.0559156619042525	15.002449724335618	4.319962155982678	71.94192745437037
GU190724-CTD36-310_MiFish_S43.1										2.8733600995249944	0.7605745306491744	1.4511705496494005	1.5275107441755258	18.736569780592628	16.94540262384076	52.26405225062203
GU190727-CTD40-210_MiFish_S44.1										1.7623370676184136	1.216121158903036	1.871863507395395	1.3497245315620263	15.80249361489182	0.0	75.17857058554156
GU190727-CTD41B-145_MiFish_S45.1										1.637771058914666	0.8498141392885841	2.4326652368206547	1.783453482792709	6.245266766486105	0.0	84.75421872019146
GU190728-CTD43-245_MiFish_S46.1										2.5651350424291235	1.1669873085469704	1.281076163631754	3.2526508881034406	14.696583299777789	7.034733718103589	64.79575857903448
GU190728-CTD44B-125_MiFish_S47.1										2.33423925250438	0.7254840303670096	2.3572615785454385	0.8697947082341314	8.052198912896994	0.0	82.19868828893581
GU190729-CTD46-240_MiFish_S48.1										2.3469744405857025	1.1474593034929463	2.312022666597259	1.4754110551717472	16.948635765332302	7.596433431743647	63.47911445590499
GU190729-CTD47-140_MiFish_S49.1										2.822596526237019	1.304958580037022	0.6964592824040645	0.0	4.318572685142639	21.26071602053275	64.62630134828215
GU190731-CTD50-150_MiFish_S50.1										1.809582675687906	1.066765267491529	1.5998719660930896	0.6065054469597466	11.436407986666813	7.088773854593216	73.30603414973345
PCRNeg_MiFish_S54.1										12.955465587044534	35.62753036437247	0.0	0.0	0.0	0.0	0.0
