Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
Sample_134716_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06856359273225916	0.0	0.13712718546451833	0.06856359273225916	0.13712718546451833	0.13712718546451833	0.411381556393555	0.47994514912581415	0.0	0.06856359273225916	0.06856359273225916	0.13712718546451833	0.25711347274597185	0.13712718546451833	0.5142269454919438	2.211175865615359	5.399382927665405	5.433664724031534	3.085361672951664	5.296537538567017	3.6852931093589314	4.062392869386356	4.062392869386356	6.393555022283158	6.753513884127521	2.776825505656497	3.136784367500859	6.2564278368186415	9.05039424065822	10.370243400754216	8.896126157010634	5.416523825848469	2.331162152896812	1.0284538909838874	0.5485087418580733	0.27425437092903665	0.3428179636612958	0.23997257456290708	0.1885498800137127	0.13712718546451833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134717_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06445375443119555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06445375443119555	0.06445375443119555	0.0	0.048340315823396665	0.1127940702545922	0.20947470190138553	9.233000322268776	9.61972284885595	1.6435707379954863	2.0786335804060565	2.529809861424426	1.3535288430551062	1.6757976152110843	2.433129229777633	3.238801160167578	1.8530454398968716	4.0605865291653185	6.1714469867869655	14.050918466000638	12.181759587495993	13.470834676119889	9.700290041894947	1.869158878504671	0.9023525620367376	0.7573316145665479	0.3222687721559777	0.19336126329358666	0.09668063164679333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134718_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26791694574681824	0.4688546550569319	0.2009377093101137	0.5358338914936365	0.6028131279303411	0.0	0.06697923643670456	0.10046885465505685	0.16744809109176143	0.06697923643670456	0.2009377093101137	0.36838580040187513	1.5070328198258525	6.446751507032807	3.9685197588747454	1.9256530475552562	3.600133958472871	3.0475552578700595	3.6503683858003995	3.9182853315472173	5.676490288010706	4.571332886805084	2.8131279303415933	4.135967849966506	8.054253181513726	12.491627595445436	13.04420629604825	9.226389819156065	4.135967849966506	2.1433355659745463	1.1386470194239775	0.9377093101138638	0.33489618218352285	0.0	0.050234427327528426	0.0	0.06697923643670456	0.06697923643670456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134719_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066577896138482	0.133155792276964	0.0	0.0	0.09986684420772299	0.09986684420772299	0.0	0.066577896138482	0.066577896138482	0.34953395472703047	4.277629826897467	4.810252996005322	1.7310252996005315	2.280292942743009	2.4467376830892147	1.8475366178428754	2.463382157123835	2.047270306258322	1.964047936085219	1.4647137150466034	5.1264980026631095	8.904793608521977	16.827563249001305	12.98268974700402	13.981358189081236	10.852197070572588	3.195739014647138	1.3981358189081214	0.38282290279627146	0.066577896138482	0.066577896138482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134720_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2496099843993757	0.1872074882995318	0.06240249609984393	0.0	0.0	0.12480499219968785	0.06240249609984393	0.1872074882995318	0.31201248049921965	0.12480499219968785	0.06240249609984393	0.12480499219968785	0.1872074882995318	0.37441497659906353	0.2496099843993757	0.1872074882995318	0.5616224648985954	0.43681747269890747	2.901716068642745	5.039001560062392	2.901716068642745	1.497659906396254	2.8237129485179393	3.525741029641183	4.461778471138838	6.911076443057712	10.046801872074894	11.27925117004682	12.043681747269911	9.609984399375982	3.99375975039001	5.17940717628704	4.867394695787822	3.0577223088923544	2.589703588143524	1.5600624024960978	0.9360374414976589	0.37441497659906353	0.3744149765990636	0.31201248049921965	0.0936037441497659	0.06240249609984393	0.06240249609984393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134721_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06848142441362778	0.13696284882725557	0.0	0.0	0.0	0.0	0.0	0.06848142441362778	0.0	0.06848142441362778	0.11984249272384861	0.47936997089539446	5.221708611539113	6.300291046053749	2.3112480739599377	2.8419791131655536	4.46841294298921	4.126005820921073	3.0645437425098447	2.996062318096217	5.307310392056148	4.947782913884604	5.101866118815266	7.173429207327504	13.764766307139208	12.052730696798518	9.022427666495467	6.488614963191224	2.0886834446156475	1.1470638589282651	0.3424071220681389	0.13696284882725557	0.10272213662044166	0.05136106831022083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134722_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19717384160368046	0.131449227735787	0.0	0.0657246138678935	0.0	0.0657246138678935	0.0657246138678935	0.262898455471574	0.19717384160368046	0.0	0.0	0.0657246138678935	0.0657246138678935	0.131449227735787	0.0657246138678935	0.0	0.18074268813670707	0.1643115346697337	2.5961222477817936	4.600722970752542	3.2205060795267824	2.6454157081827137	3.4998356884653283	3.3190930003286225	5.635885639171861	8.379888268156424	11.173184357541919	9.283601708839967	11.140322050607972	8.839960565231683	4.633585277686488	4.732172198488327	5.307262569832394	3.4176799211304627	2.694709168583634	1.4459415050936562	0.5915215248110414	0.525796910943148	0.3286230693394674	0.262898455471574	0.0657246138678935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134723_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065242211710977	0.065242211710977	0.0	0.0	0.065242211710977	0.065242211710977	0.0	0.0	0.0	0.0	0.0	0.048931658783232745	0.048931658783232745	0.260968846843908	6.100146794976342	7.290817158701679	2.3976512803784056	2.495514597944871	3.7677377263089213	4.30598597292448	3.80035883216441	2.8054151035720123	3.914532702658619	3.702495514597945	4.632197031479364	7.209264394062956	15.185124775729895	12.151361931169498	8.595661392921228	6.393736747675738	2.0225085630402875	0.9786331756646548	0.260968846843908	0.7502854346762357	0.4893165878323275	0.130484423421954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sample_134767_R2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1323626737260092	0.1323626737260092	0.19854401058901383	0.0661813368630046	0.0661813368630046	0.0	0.0661813368630046	0.0661813368630046	0.0	0.0	0.1323626737260092	0.1323626737260092	0.0661813368630046	0.43017868960953	0.5129053606882858	4.665784248841823	6.899404367968227	2.9947054930509602	2.9616148246194576	3.0774321641297164	2.5645268034414297	3.1270681667769695	3.9377895433487735	4.500330906684312	5.52614162806088	5.7743216412971465	3.9543348775645257	4.798146922567831	10.555923229649258	10.241561879549984	7.925215089344804	6.4857710125744426	2.9119788219722045	2.9119788219722045	1.3236267372600918	0.33090668431502307	0.0	0.18199867637326267	0.1323626737260092	0.11581733951025806	0.0	0.0	0.0	0.0	0.0	0.0	0.04963600264725346	0.04963600264725346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
