GCRV01001008.6186.8096	D_0__Eukaryota;D_1__Metazoa;D_2__Arthropoda;D_3__Hexapoda;D_4__Insecta;D_5__Pterygota;D_6__Hymenoptera;D_7__;D_8__;D_9__;D_10__
GCRV01001009.66.1943	D_0__Eukaryota;D_1__Fungi;D_2__Zoopagomycota;D_3__Entomophthoromycotina;D_4__Entomophthoromycetes;D_5__;D_6__Entomophthorales;D_7__;D_8__;D_9__;D_10__
GCRV01001010.66.1927	D_0__Eukaryota;D_1__Fungi;D_2__Zoopagomycota;D_3__Entomophthoromycotina;D_4__Entomophthoromycetes;D_5__;D_6__Entomophthorales;D_7__;D_8__;D_9__;D_10__
GCRV01001012.66.1890	D_0__Eukaryota;D_1__Fungi;D_2__Zoopagomycota;D_3__Entomophthoromycotina;D_4__Entomophthoromycetes;D_5__;D_6__Entomophthorales;D_7__;D_8__;D_9__;D_10__
GAJH01009013.577.1917	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__Liliopsida;D_5__Petrosaviidae;D_6__Arecales;D_7__;D_8__Arecaceae;D_9__Arecoideae;D_10__Elaeis
GAJH01009018.390.1666	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__Liliopsida;D_5__Petrosaviidae;D_6__Arecales;D_7__;D_8__Arecaceae;D_9__Arecoideae;D_10__Elaeis
GEBN01063655.2.1233	D_0__Eukaryota;D_1__Metazoa;D_2__Nematoda;D_3__;D_4__Enoplea;D_5__Dorylaimia;D_6__Trichocephalida;D_7__;D_8__Trichinellidae;D_9__;D_10__Trichinella
GELB01011123.4683.6481	D_0__Eukaryota;D_1__Fungi;D_2__Basidiomycota;D_3__Agaricomycotina;D_4__Agaricomycetes;D_5__;D_6__Polyporales;D_7__;D_8__Sparassidaceae;D_9__;D_10__Sparassis
GDIZ01019327.4407.6200	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__;D_6__Caryophyllales;D_7__;D_8__Caryophyllaceae;D_9__;D_10__Silene
GDKA01000051.5543.6944	D_0__Eukaryota;D_1__Metazoa;D_2__Arthropoda;D_3__Hexapoda;D_4__Insecta;D_5__Pterygota;D_6__Coleoptera;D_7__Polyphaga;D_8__Curculionidae;D_9__Dryophthorinae;D_10__Rhynchophorus
GDAF01069529.587.2422	D_0__Eukaryota;D_1__Metazoa;D_2__Annelida;D_3__;D_4__Polychaeta;D_5__Palpata;D_6__Phyllodocida;D_7__;D_8__Nereididae;D_9__;D_10__Perinereis
GADJ01001975.777.2675	D_0__Eukaryota;D_1__Metazoa;D_2__Arthropoda;D_3__Hexapoda;D_4__Insecta;D_5__Pterygota;D_6__Lepidoptera;D_7__Glossata;D_8__Tortricidae;D_9__Olethreutinae;D_10__Grapholita
GDJF01009985.4026.5819	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__;D_6__Caryophyllales;D_7__;D_8__Caryophyllaceae;D_9__;D_10__Silene
GAKJ01010530.666.2655	D_0__Eukaryota;D_1__Metazoa;D_2__Arthropoda;D_3__Hexapoda;D_4__Insecta;D_5__Pterygota;D_6__Diptera;D_7__Nematocera;D_8__Cecidomyiidae;D_9__Cecidomyiinae;D_10__Sitodiplosis
GAXN01003942.931.2843	D_0__Eukaryota;D_1__Metazoa;D_2__Arthropoda;D_3__Hexapoda;D_4__Insecta;D_5__Pterygota;D_6__Hymenoptera;D_7__Apocrita;D_8__Sphecidae;D_9__Sphecinae;D_10__Sceliphron
GBHE01000282.4.1808	D_0__Eukaryota;D_1__Metazoa;D_2__Chordata;D_3__Craniata;D_4__Actinopteri;D_5__Neopterygii;D_6__Salmoniformes;D_7__;D_8__Salmonidae;D_9__Salmoninae;D_10__Salmo
GBHE01000284.4.1802	D_0__Eukaryota;D_1__Metazoa;D_2__Chordata;D_3__Craniata;D_4__Actinopteri;D_5__Neopterygii;D_6__Salmoniformes;D_7__;D_8__Salmonidae;D_9__Salmoninae;D_10__Salmo
GBHE01000288.4.1505	D_0__Eukaryota;D_1__Metazoa;D_2__Chordata;D_3__Craniata;D_4__Actinopteri;D_5__Neopterygii;D_6__Salmoniformes;D_7__;D_8__Salmonidae;D_9__Salmoninae;D_10__Salmo
GAMA01001791.807.2517	D_0__Eukaryota;D_1__Plantae;D_2__Streptophyta;D_3__Streptophytina;D_4__;D_5__asterids;D_6__Ericales;D_7__;D_8__Actinidiaceae;D_9__;D_10__Actinidia
GBJD01000019.3305.5114	D_0__Eukaryota;D_1__Metazoa;D_2__Mollusca;D_3__;D_4__Bivalvia;D_5__Pteriomorphia;D_6__Ostreoida;D_7__;D_8__Ostreidae;D_9__;D_10__Saccostrea
